"city","stateprovincename","country","customerkey","geographykey","maritalstatus","yearlyincome","datefirstpurchase","fullname"
"Walla Walla","Washington","United States",16915,644,"M","100000.00","2022-11-28","Mr Mason Phillips"
"Bluffton","South Carolina","United States",16916,557,"S","110000.00","2022-11-13","Ms Cheryl Dominguez"
"Beverly Hills","California","United States",16917,300,"M","120000.00","2022-12-09","Mr Brett Subram"
"Tacoma","Washington","United States",16918,642,"S","40000.00","2023-01-16","Ms Alexandria Cox"
"Rhodes","New South Wales","Australia",16919,14,"M","20000.00","2022-04-18","Mrs Kaitlin Sullivan"
"Torrance","California","United States",16920,374,"M","60000.00","2022-03-24","Mr Eduardo Stewart"
"Calgary","Alberta","Canada",16921,41,"M","40000.00","2022-05-13","Mr Edwin Jai"
"Bellingham","Washington","United States",16922,609,"S","40000.00","2023-01-22","Ms Emma Jackson"
"Kirkland","Washington","United States",16923,623,"S","40000.00","2022-12-06","Mr Connor Gonzales"
"Concord","California","United States",16924,311,"S","60000.00","2022-04-21","Ms Julia Price"
"Daly City","California","United States",16925,314,"S","60000.00","2022-04-09","Mr Spencer Patterson"
"Hawthorne","Queensland","Australia",16926,24,"M","10000.00","2022-05-13","Mr Rodney Sanz"
"St. Leonards","New South Wales","Australia",16927,17,"M","20000.00","2022-02-17","Mrs Rebekah Gonzalez"
"Newcastle","New South Wales","Australia",16930,10,"S","20000.00","2022-04-02","Ms Kristen Zhao"
"Billericay","England","United Kingdom",16932,231,"M","20000.00","2022-06-29","Mr Adam King"
"Billericay","England","United Kingdom",16933,231,"S","20000.00","2022-09-20","Mr Donald Arun"
"London","England","United Kingdom",16934,247,"S","20000.00","2022-09-25","Ms Michele Vazquez"
"Maidenhead","England","United Kingdom",16935,258,"S","20000.00","2022-07-09","Mr Bruce Perez"
"Paris La Defense","Hauts de Seine","France",16936,217,"M","10000.00","2022-02-18","Mrs Alice Serventi"
"Croix","Nord","France",16937,185,"M","30000.00","2021-12-16","Mr Craig Rubio"
"Newcastle upon Tyne","England","United Kingdom",16938,261,"S","20000.00","2021-05-11","Ms Abigail Williams"
"Erlangen","Bayern","Germany",16939,117,"M","10000.00","2022-08-22","Mrs Bailey Evans"
"Paderborn","Nordrhein-Westfalen","Germany",16940,160,"S","20000.00","2021-08-12","Ms Jenny Zeng"
"Sulzbach Taunus","Saarland","Germany",16941,178,"M","10000.00","2022-12-07","Mrs Amy Yang"
"Bobigny","Seine Saint Denis","France",16942,220,"M","10000.00","2021-01-01","Mrs Kaitlyn Bennett"
"Darmstadt","Hessen","Germany",16943,127,"M","20000.00","2022-07-02","Mrs Veronica Garcia"
"Paderborn","Nordrhein-Westfalen","Germany",16944,160,"S","20000.00","2021-08-01","Mr Alejandro Raji"
"Gateshead","England","United Kingdom",16945,238,"S","30000.00","2021-05-27","Ms Brianna Kelly"
"York","England","United Kingdom",16946,278,"M","30000.00","2021-06-01","Mrs Teresa Diaz"
"Santa Cruz","California","United States",16947,368,"M","50000.00","2022-04-16","Mrs Savannah Stewart"
"Shawnee","British Columbia","Canada",16948,63,"M","50000.00","2022-04-04","Mrs Emma Lee"
"Lemon Grove","California","United States",16949,335,"M","50000.00","2022-04-20","Mr Luis Flores"
"Metchosin","British Columbia","Canada",16950,53,"M","50000.00","2022-04-30","Mr Connor Edwards"
"Everett","Washington","United States",16951,616,"M","50000.00","2022-04-03","Mrs Cassidy Bennett"
"Newton","British Columbia","Canada",16952,55,"M","50000.00","2022-05-29","Mr Thomas Martin"
"El Cajon","California","United States",16953,316,"M","60000.00","2022-02-02","Mrs Paige Ward"
"Bellingham","Washington","United States",16954,609,"S","60000.00","2023-01-12","Mr Fernando Davis"
"Metchosin","British Columbia","Canada",16955,53,"M","50000.00","2022-06-28","Mr Nathaniel Bradley"
"Yakima","Washington","United States",16956,648,"M","50000.00","2022-04-11","Mr Austin Flores"
"Tacoma","Washington","United States",16957,642,"M","60000.00","2022-12-21","Mr Seth Wilson"
"Cliffside","British Columbia","Canada",16958,49,"M","60000.00","2022-02-11","Mr Pedro Torres"
"Royal Oak","British Columbia","Canada",16959,62,"M","60000.00","2022-03-07","Mr Carson Foster"
"Lebanon","Oregon","United States",16960,543,"M","60000.00","2022-10-01","Mrs Paige Gray"
"Colma","California","United States",16961,310,"M","70000.00","2022-10-30","Mrs Faith Perry"
"Fremont","California","United States",16962,322,"M","60000.00","2023-01-19","Mr Zachary Coleman"
"Mill Valley","California","United States",16963,339,"M","60000.00","2022-04-02","Mrs Faith Hughes"
"Langford","British Columbia","Canada",16964,51,"M","60000.00","2022-02-01","Mr Gavin Wood"
"Chula Vista","California","United States",16965,307,"S","70000.00","2022-03-18","Ms Kristi Romero"
"Lincoln Acres","California","United States",16966,336,"M","40000.00","2022-12-17","Mrs Amanda Diaz"
"Oregon City","Oregon","United States",16967,546,"S","70000.00","2022-11-10","Mr Noah Hernandez"
"San Diego","California","United States",16968,359,"S","80000.00","2022-11-18","Mr Ian Griffin"
"Santa Monica","California","United States",16969,369,"M","80000.00","2022-11-17","Mr Jackson Turner"
"Redmond","Washington","United States",16970,634,"S","50000.00","2022-04-12","Ms Katherine Foster"
"Issaquah","Washington","United States",16971,618,"S","50000.00","2022-06-25","Ms Alexia Bryant"
"Lake Oswego","Oregon","United States",16972,542,"S","50000.00","2022-04-12","Mr Lucas Hernandez"
"Bellflower","California","United States",16973,298,"S","50000.00","2022-04-16","Ms Katherine Collins"
"Burien","Washington","United States",16974,612,"S","50000.00","2022-04-09","Ms Paige Rivera"
"Salem","Oregon","United States",16975,548,"M","60000.00","2022-09-06","Mr Benjamin Lee"
"Berkeley","California","United States",16976,299,"S","60000.00","2022-03-31","Ms Sandra Xu"
"El Cajon","California","United States",16977,316,"S","60000.00","2022-05-08","Mr Noah Adams"
"Tacoma","Washington","United States",16978,642,"M","60000.00","2022-03-12","Mr Jeremy Rivera"
"Lincoln Acres","California","United States",16979,336,"S","70000.00","2022-11-13","Ms Kaitlyn Rogers"
"Tacoma","Washington","United States",16980,642,"M","70000.00","2022-04-11","Mrs Jill Moore"
"Lake Oswego","Oregon","United States",16981,542,"M","70000.00","2022-11-17","Mr Hunter Simmons"
"Beverly Hills","California","United States",16982,300,"M","70000.00","2022-01-28","Mrs Jillian Lopez"
"Woodland Hills","California","United States",16983,385,"M","80000.00","2022-11-23","Mr Gabriel Collins"
"Concord","California","United States",16984,311,"S","40000.00","2022-05-15","Mr Rodney Moreno"
"Oregon City","Oregon","United States",16985,546,"S","80000.00","2022-08-25","Mr Adam Li"
"Milwaukie","Oregon","United States",16986,545,"S","80000.00","2022-07-03","Ms Sara Adams"
"Port Hammond","British Columbia","Canada",16987,60,"S","80000.00","2022-08-13","Mr Miguel Clark"
"Oakland","California","United States",16988,348,"S","80000.00","2022-12-01","Mr Brian Bailey"
"Everett","Washington","United States",16989,616,"S","80000.00","2022-11-26","Ms Emma Richardson"
"San Diego","California","United States",16990,359,"M","60000.00","2022-06-27","Mr Zachary Griffin"
"Edmonds","Washington","United States",16991,614,"S","60000.00","2022-03-21","Ms Brianna Henderson"
"Chula Vista","California","United States",16992,307,"S","60000.00","2022-03-31","Mr Lucas Watson"
"Beaverton","Oregon","United States",16993,536,"M","60000.00","2022-06-25","Mr Russell Rai"
"Concord","California","United States",16994,311,"S","60000.00","2022-08-31","Ms Deanna Torres"
"Shawnee","British Columbia","Canada",16995,63,"S","60000.00","2022-06-11","Ms Taylor Hall"
"Royal Oak","British Columbia","Canada",16996,62,"S","60000.00","2022-06-15","Ms Destiny Walker"
"Santa Monica","California","United States",16997,369,"S","60000.00","2022-05-19","Ms Natalie Allen"
"Bremerton","Washington","United States",16998,611,"S","60000.00","2022-05-18","Ms Jennifer Lopez"
"West Covina","California","United States",16999,383,"S","60000.00","2022-05-12","Ms Chloe Kelly"
"Chula Vista","California","United States",17000,307,"S","70000.00","2022-11-12","Ms Miranda Henderson"
"Sedro Woolley","Washington","United States",17001,638,"S","70000.00","2022-11-07","Ms Ashley Moore"
"Oregon City","Oregon","United States",17002,546,"S","70000.00","2022-11-18","Mr Dylan Martin"
"Berkeley","California","United States",17003,299,"S","70000.00","2022-10-29","Ms Joanna Dominguez"
"Beverly Hills","California","United States",17004,300,"S","70000.00","2022-11-01","Ms Krista Torres"
"Chula Vista","California","United States",17005,307,"S","70000.00","2022-11-21","Ms Priscilla Anand"
"Woodburn","Oregon","United States",17006,553,"M","70000.00","2022-11-22","Mr Hunter Williams"
"Daly City","California","United States",17007,314,"S","70000.00","2022-11-11","Mr Samuel Hayes"
"National City","California","United States",17008,343,"S","70000.00","2022-11-15","Mr Connor Turner"
"National City","California","United States",17009,343,"S","70000.00","2022-11-08","Mr Wyatt Butler"
"San Gabriel","California","United States",17010,361,"S","70000.00","2022-11-15","Ms Brianna James"
"Spring Valley","California","United States",17011,372,"M","60000.00","2022-05-08","Mrs Sara Hill"
"Lakewood","California","United States",17012,334,"M","60000.00","2022-05-25","Mrs Joan Collins"
"Salem","Oregon","United States",17013,548,"S","70000.00","2022-11-18","Ms Gabriella Mitchell"
"Santa Cruz","California","United States",17014,368,"S","70000.00","2022-02-11","Mr Michael Harris"
"Tacoma","Washington","United States",17015,642,"S","70000.00","2022-05-03","Ms Kelly Patterson"
"San Francisco","California","United States",17016,360,"S","70000.00","2022-02-16","Ms Hailey Hughes"
"Puyallup","Washington","United States",17017,633,"M","70000.00","2022-11-28","Mr Jeremiah Jones"
"Cedar Park","Texas","United States",17018,575,"M","40000.00","2022-05-09","Mrs Mandy Guo"
"Beaverton","Oregon","United States",17019,536,"M","40000.00","2022-11-30","Mrs Andrea Hall"
"Edmonds","Washington","United States",17020,614,"M","40000.00","2022-05-02","Mrs Ashley Bryant"
"La Jolla","California","United States",17021,331,"M","60000.00","2022-05-21","Mrs Nicole Reed"
"San Gabriel","California","United States",17022,361,"M","60000.00","2022-05-29","Mrs Karen Morgan"
"Victoria","British Columbia","Canada",17023,69,"M","60000.00","2022-06-12","Mr Jeremiah Harris"
"Lemon Grove","California","United States",17024,335,"M","60000.00","2022-05-09","Mrs Jacqueline Diaz"
"Haney","British Columbia","Canada",17025,50,"S","50000.00","2022-07-15","Mr Ryan Taylor"
"Port Hammond","British Columbia","Canada",17026,60,"S","50000.00","2022-02-28","Mr Jordan Li"
"Westminster","British Columbia","Canada",17027,71,"S","50000.00","2022-02-02","Ms Brianna Taylor"
"Renton","Washington","United States",17028,635,"M","60000.00","2022-05-20","Mrs Grace Richardson"
"Burbank","California","United States",17029,301,"M","60000.00","2022-05-27","Mrs Suzanne Xu"
"Los Angeles","California","United States",17030,338,"M","60000.00","2022-05-06","Mrs Emily Russell"
"Fremont","California","United States",17031,322,"M","60000.00","2022-04-09","Mrs Grace Thomas"
"Burbank","California","United States",17032,301,"M","60000.00","2022-10-13","Mrs Alexandria Flores"
"Chula Vista","California","United States",17033,307,"S","60000.00","2022-04-13","Mr Carson Long"
"Metchosin","British Columbia","Canada",17034,53,"S","60000.00","2022-07-28","Ms Lauren Clark"
"Yakima","Washington","United States",17035,648,"M","60000.00","2022-02-15","Mr Jordan Flores"
"Cliffside","British Columbia","Canada",17036,49,"M","70000.00","2022-02-20","Mrs Savannah Perez"
"Cliffside","British Columbia","Canada",17037,49,"M","80000.00","2022-09-04","Mr Kenneth Nath"
"Coronado","California","United States",17038,312,"S","80000.00","2022-11-02","Mr Ernest Wang"
"Long Beach","California","United States",17039,337,"M","60000.00","2022-05-06","Mrs Ariana Watson"
"Everett","Washington","United States",17040,616,"M","60000.00","2022-05-26","Mr Adam Henderson"
"Olympia","Washington","United States",17041,631,"M","60000.00","2022-05-21","Mr Connor Perry"
"Tacoma","Washington","United States",17042,642,"M","60000.00","2022-05-27","Mr Tyler Jackson"
"Marysville","Washington","United States",17043,627,"M","60000.00","2022-05-02","Mrs Isabella Bennett"
"Renton","Washington","United States",17044,635,"M","80000.00","2022-09-14","Mrs Ana Hayes"
"Darlinghurst","New South Wales","Australia",17052,3,"M","70000.00","2022-04-20","Mr Rafael Nara"
"South Melbourne","Victoria","Australia",17053,38,"M","70000.00","2022-05-23","Mrs Deanna Raman"
"Newcastle","New South Wales","Australia",17054,10,"M","70000.00","2022-05-28","Mr Shawn Raje"
"Malabar","New South Wales","Australia",17057,7,"M","110000.00","2022-04-17","Mrs Tasha Raji"
"Hervey Bay","Queensland","Australia",17058,25,"M","70000.00","2022-08-12","Mrs Destiny Lee"
"Port Macquarie","New South Wales","Australia",17059,13,"M","70000.00","2022-06-11","Mr Louis Chen"
"Brisbane","Queensland","Australia",17060,20,"M","80000.00","2022-07-14","Mr Gerald Sanz"
"Silverwater","New South Wales","Australia",17061,15,"M","80000.00","2022-07-13","Mrs Brandi Alonso"
"Goulburn","New South Wales","Australia",17062,4,"M","80000.00","2022-01-29","Mrs Christy Lu"
"Silverwater","New South Wales","Australia",17063,15,"M","80000.00","2022-02-21","Mrs Jaclyn Wang"
"Rockhampton","Queensland","Australia",17066,26,"M","60000.00","2022-08-05","Mrs Lori Serrano"
"Sunbury","Victoria","Australia",17067,39,"S","60000.00","2022-08-26","Ms Adrienne Alvarez"
"Hervey Bay","Queensland","Australia",17068,25,"S","70000.00","2022-06-29","Mr Thomas Smith"
"Sydney","New South Wales","Australia",17070,18,"M","80000.00","2022-02-12","Mrs Margaret Huang"
"Lavender Bay","New South Wales","Australia",17072,6,"M","60000.00","2022-10-21","Mrs Kaitlin Kapoor"
"Hobart","Tasmania","Australia",17073,31,"M","60000.00","2022-08-03","Mr Jonathon Carlson"
"Seaford","Victoria","Australia",17074,37,"M","60000.00","2022-01-30","Mr Ruben Malhotra"
"Coffs Harbour","New South Wales","Australia",17075,2,"M","60000.00","2022-08-18","Mrs Aimee Guo"
"Cranbourne","Victoria","Australia",17076,33,"M","60000.00","2022-08-10","Mr Neil Serrano"
"Lane Cove","New South Wales","Australia",17077,5,"S","60000.00","2022-03-02","Mr Ronald Raman"
"Darlinghurst","New South Wales","Australia",17078,3,"S","70000.00","2022-02-04","Ms Jenny Zhu"
"Versailles","Yveline","France",17080,209,"S","30000.00","2021-01-26","Ms Katelyn Peterson"
"Lille","Nord","France",17081,187,"S","30000.00","2022-07-07","Ms Jennifer Murphy"
"Hamburg","Hamburg","Germany",17082,147,"S","30000.00","2021-08-18","Ms Morgan Smith"
"Paderborn","Hamburg","Germany",17083,151,"S","30000.00","2022-03-27","Ms Priscilla Raje"
"Lille","Nord","France",17084,187,"S","20000.00","2022-10-08","Mr Byron Serrano"
"Stoke-on-Trent","England","United Kingdom",17085,269,"M","40000.00","2021-06-13","Mr Edwin Deng"
"Bottrop","Nordrhein-Westfalen","Germany",17086,155,"S","30000.00","2021-08-14","Mr Xavier Anderson"
"London","England","United Kingdom",17087,244,"M","10000.00","2022-07-20","Mr Jésus Dominguez"
"Paris","Seine (Paris)","France",17088,204,"S","10000.00","2022-07-20","Mr Wayne Yuan"
"Hamburg","Hamburg","Germany",17089,147,"M","10000.00","2022-06-08","Mrs Crystal Zhu"
"Bonn","Nordrhein-Westfalen","Germany",17090,154,"S","10000.00","2022-10-15","Ms Leslie Alvarez"
"Wokingham","England","United Kingdom",17205,275,"S","150000.00","2022-09-16","Ms Lisa Wang"
"Duesseldorf","Hessen","Germany",17091,130,"M","10000.00","2022-12-19","Mrs Tammy Patel"
"Berlin","Nordrhein-Westfalen","Germany",17092,153,"M","40000.00","2022-02-09","Mr Devon Beck"
"Paderborn","Nordrhein-Westfalen","Germany",17093,160,"M","40000.00","2021-08-21","Mr Seth Sanchez"
"London","England","United Kingdom",17094,248,"S","50000.00","2021-06-22","Mr Julio Dominguez"
"Versailles","Yveline","France",17095,209,"S","20000.00","2021-01-03","Mr Logan Garcia"
"Hof","Bayern","Germany",17096,120,"M","20000.00","2021-08-24","Mrs Samantha Bennett"
